7.296200096607208252e-02 -5.735921859741210938e+00
-2.071286773681640625e+01 -1.126063346862792969e+01
-4.149839401245117188e+01 -1.678649520874023438e+01
-6.228335189819335938e+01 -2.231448745727539062e+01
-8.306752014160156250e+01 -2.784543609619140625e+01
-1.038506927490234375e+02 -3.338014602661132812e+01
-1.246326446533203125e+02 -3.891942596435546875e+01
-1.454131622314453125e+02 -4.446408081054687500e+01
-1.661920318603515625e+02 -5.001491546630859375e+01
-1.869690399169921875e+02 -5.557273101806640625e+01
-2.077439575195312500e+02 -6.113833999633789062e+01
-2.285165710449218750e+02 -6.671253967285156250e+01
-2.492866668701171875e+02 -7.229612731933593750e+01
-2.700540161132812500e+02 -7.788992309570312500e+01
-2.908183898925781250e+02 -8.349472045898437500e+01
-3.115795593261718750e+02 -8.911132812500000000e+01
-3.323373413085937500e+02 -9.474057006835937500e+01
-3.530914306640625000e+02 -1.003832931518554688e+02
-3.738416137695312500e+02 -1.060404205322265625e+02
-3.946649169921875000e+02 -1.114068603515625000e+02
-4.160333862304687500e+02 -1.132938156127929688e+02
-4.366617736816406250e+02 -1.079473953247070312e+02
-4.529616699218750000e+02 -9.408968353271484375e+01
-4.654785156250000000e+02 -7.662033081054687500e+01
-4.770291442871093750e+02 -5.847838211059570312e+01
-4.888322143554687500e+02 -4.049903488159179688e+01
-5.007435302734375000e+02 -2.259126472473144531e+01
-5.127124633789062500e+02 -4.721776485443115234e+00
-5.247368774414062500e+02 1.311039257049560547e+01
-5.367778930664062500e+02 3.093138122558593750e+01
-5.487919921875000000e+02 4.877052688598632812e+01
-5.607355346679687500e+02 6.665699005126953125e+01
-5.725644531250000000e+02 8.461937713623046875e+01
-5.842343750000000000e+02 1.026854400634765625e+02
-5.956897583007812500e+02 1.208881454467773438e+02
-6.068183593750000000e+02 1.392922515869140625e+02
-6.175400390625000000e+02 1.579362945556640625e+02
-6.279129028320312500e+02 1.767768402099609375e+02
-6.380039672851562500e+02 1.957698669433593750e+02
-6.478544921875000000e+02 2.148888397216796875e+02
-6.575199584960937500e+02 2.341021270751953125e+02
-6.670784912109375000e+02 2.533688354492187500e+02
-6.765992431640625000e+02 2.726543273925781250e+02
-6.861352539062500000e+02 2.919322509765625000e+02
-6.957443237304687500e+02 3.111738281250000000e+02
-7.054857177734375000e+02 3.303486938476562500e+02
-7.154179687500000000e+02 3.494253845214843750e+02
-7.255878295898437500e+02 3.683763427734375000e+02
-7.360380249023437500e+02 3.871740417480468750e+02
-7.468956909179687500e+02 4.057389526367187500e+02
-7.583450927734375000e+02 4.239444885253906250e+02
-7.703120727539062500e+02 4.418143310546875000e+02
-7.827957763671875000e+02 4.593265991210937500e+02
-7.960041503906250000e+02 4.762984619140625000e+02
-8.098519287109375000e+02 4.927534790039062500e+02
-8.241936645507812500e+02 5.087803039550781250e+02
-8.389055175781250000e+02 5.244683837890625000e+02
-8.539088134765625000e+02 5.398782958984375000e+02
-8.691367797851562500e+02 5.550663452148437500e+02
-8.845257568359375000e+02 5.700913085937500000e+02
-9.000150146484375000e+02 5.850129394531250000e+02
-9.155453491210937500e+02 5.998918457031250000e+02
-9.310553588867187500e+02 6.147919311523437500e+02
-9.458750000000000000e+02 6.303509521484375000e+02
-9.542463378906250000e+02 6.498270874023437500e+02
-9.450824584960937500e+02 6.680899047851562500e+02
-9.247124023437500000e+02 6.744489746093750000e+02
-9.033659057617187500e+02 6.770629272460937500e+02
-8.819323120117187500e+02 6.788254394531250000e+02
-8.604463500976562500e+02 6.797629394531250000e+02
-8.389409179687500000e+02 6.799950561523437500e+02
-8.174368286132812500e+02 6.796417846679687500e+02
-7.959470214843750000e+02 6.787807006835937500e+02
-7.744826660156250000e+02 6.774244384765625000e+02
-7.530643310546875000e+02 6.754843139648437500e+02
-7.316912231445312500e+02 6.730770263671875000e+02
-7.103610229492187500e+02 6.703271484375000000e+02
-6.890999755859375000e+02 6.670819091796875000e+02
-6.678847045898437500e+02 6.635493774414062500e+02
-6.467055053710937500e+02 6.598060302734375000e+02
-6.255559692382812500e+02 6.558985595703125000e+02
-6.044284057617187500e+02 6.518737792968750000e+02
-5.833144531250000000e+02 6.477783203125000000e+02
-5.622051391601562500e+02 6.436588134765625000e+02
-5.410914916992187500e+02 6.395615844726562500e+02
-5.199650268554687500e+02 6.355311279296875000e+02
-4.988177795410156250e+02 6.316113281250000000e+02
-4.776421508789062500e+02 6.278481445312500000e+02
-4.564289550781250000e+02 6.243029174804687500e+02
-4.351698608398437500e+02 6.210448608398437500e+02
-4.138594055175781250e+02 6.181420898437500000e+02
-3.924972839355468750e+02 6.156487426757812500e+02
-3.710872802734375000e+02 6.136078491210937500e+02
-3.496397705078125000e+02 6.120063476562500000e+02
-3.281687011718750000e+02 6.107579956054687500e+02
-3.066842041015625000e+02 6.097650146484375000e+02
-2.851929626464843750e+02 6.089296875000000000e+02
-2.636990051269531250e+02 6.081668701171875000e+02
-2.422048797607421875e+02 6.074075317382812500e+02
-2.207131652832031250e+02 6.065837402343750000e+02
-1.992555694580078125e+02 6.052095947265625000e+02
-1.784370727539062500e+02 6.001046142578125000e+02
-1.617536926269531250e+02 5.869899291992187500e+02
-1.565276489257812500e+02 5.665534057617187500e+02
-1.624060516357421875e+02 5.460060424804687500e+02
-1.739997100830078125e+02 5.279326171875000000e+02
-1.881810760498046875e+02 5.117814025878906250e+02
-2.042256622314453125e+02 4.974773254394531250e+02
-2.218230133056640625e+02 4.851318969726562500e+02
-2.406792144775390625e+02 4.748077697753906250e+02
-2.604765014648437500e+02 4.664237060546875000e+02
-2.809718322753906250e+02 4.599294128417968750e+02
-3.019825439453125000e+02 4.553675842285156250e+02
-3.233046569824218750e+02 4.525956726074218750e+02
-3.447810363769531250e+02 4.515765991210937500e+02
-3.662636413574218750e+02 4.524805603027343750e+02
-3.876467895507812500e+02 4.547661132812500000e+02
-4.089225158691406250e+02 4.579074707031250000e+02
-4.300671081542968750e+02 4.618371582031250000e+02
-4.511201477050781250e+02 4.662345886230468750e+02
-4.722123718261718750e+02 4.704358825683593750e+02
-4.934768981933593750e+02 4.736378784179687500e+02
-5.149277954101562500e+02 4.750667724609375000e+02
-5.363823852539062500e+02 4.738549194335937500e+02
-5.573081665039062500e+02 4.690331420898437500e+02
-5.766998901367187500e+02 4.598544006347656250e+02
-5.929038085937500000e+02 4.458309936523437500e+02
-6.039487304687500000e+02 4.274921264648437500e+02
-6.090632324218750000e+02 4.066682128906250000e+02
-6.089692993164062500e+02 3.852041320800781250e+02
-6.045629882812500000e+02 3.641822204589843750e+02
-5.970444335937500000e+02 3.440454101562500000e+02
-5.876932373046875000e+02 3.246820068359375000e+02
-5.773309326171875000e+02 3.058370971679687500e+02
-5.664465332031250000e+02 2.872874450683593750e+02
-5.553478393554687500e+02 2.688656311035156250e+02
-5.436543579101562500e+02 2.508175964355468750e+02
